name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Sea Lions BBQ & Grills,No,Yes,4.6/5,538,080 45128689,Jayanagar,Casual Dining,"Neer Dosa, Mutton Biryani, Brownie, Paan Ice Cream, Cocktails, Mocktails, Vegetable Biryani","North Indian, Chinese, Mughlai, Mexican, BBQ","1,100",Buffet,Jayanagar
Subz,Yes,Yes,4.2/5,2025,080 49652607,Jayanagar,Casual Dining,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","North Indian, South Indian","1,000",Buffet,Jayanagar
Fusion Theory,Yes,Yes,NEW,0,080 49653171,Jayanagar,Casual Dining,"Aam Panna, Pasta, Biryani, Paneer Tikka, Chinese Bhel, Veg Pulao, Pav Bhaji","Chinese, Continental, North Indian, South Indian, Beverages",700,Buffet,Jayanagar
1947,No,Yes,4.1/5,2309,"080 41261947
+91 9739989453",Jayanagar,Casual Dining,"Palak Paneer, Aam Panna, Crispy Corn, Gajar Ka Halwa, Panipuri, Kulfi, Salads","North Indian, Chinese",950,Buffet,Jayanagar
Cable Car,Yes,Yes,4.3/5,1247,080 45128610,Jayanagar,Casual Dining,"Pasta, Salads, Mocktails, Veg Buffet, Paneer Tikka, Biryani, Falafel","North Indian, Italian","1,000",Buffet,Jayanagar
Chutney Chang,Yes,Yes,4.1/5,2342,"080 22443007
+91 9901967373",Jayanagar,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Dahipuri, Fish, Sea Food","North Indian, Chinese, BBQ","1,500",Buffet,Jayanagar
Empire Restaurant,Yes,No,4.4/5,4892,080 49653266,Jayanagar,Casual Dining,"Chicken Tikka Masala, Mutton Keema Dosa, Mutton Biryani, Raan Biryani, Brain Fry, Chicken Grill, Ghee Rice","North Indian, Mughlai, South Indian, Chinese",750,Buffet,Jayanagar
Desi Rasoi,Yes,Yes,3.8/5,362,"+91 9611711911
+91 7829229366",Jayanagar,Casual Dining,"Hara Bhara Kebab, Lunch Buffet, Naan, Babycorn Manchurian, Malai Kofta, Noodles, Gulab Jamun","Biryani, North Indian, Chinese, Rajasthani",600,Buffet,Jayanagar
Samskruti - Sanman Gardenia,Yes,No,4.0/5,140,"080 26570711
+91 9663684499",Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550,Buffet,Jayanagar
The Sofraah Kebabs & Kurries - Eden Park Restaurants,No,Yes,3.8/5,176,"080 42777333
+91 8884416393",Jayanagar,Casual Dining,"Mutton Biryani, Cocktails, Dal Makhani, Naan, Fish, Roti, Lamb","North Indian, Afghan","1,350",Buffet,Jayanagar
The Yellow Chilli,Yes,Yes,3.8/5,584,080 41712345,Jayanagar,Casual Dining,"Spring Roll, Tomato Soup, Mocktails, Sweet Corn Soup, Gulab Jamun, Roti, Paneer Tikka","North Indian, Mughlai, Biryani","1,200",Buffet,Jayanagar
AB's - Absolute Barbecues,No,Yes,4.9/5,6404,040 45659912,BTM,Casual Dining,"Tangdi Chicken, Bbq Buffet, Chocolate Icecreams, Kofta Curry, Mutton Seekh Kabab, Paneer Curry, Mutton Keema","European, Mediterranean, North Indian, BBQ","1,600",Buffet,Jayanagar
Deja Vu Resto Bar,Yes,Yes,4.4/5,2496,+91 9632499855,Bannerghatta Road,Pub,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta","North Indian, Italian",900,Buffet,Jayanagar
Barbeque Nation,No,Yes,4.7/5,3855,+91 8064806060,JP Nagar,Casual Dining,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta","North Indian, European, Mediterranean, BBQ, Kebab","1,600",Buffet,Jayanagar
Sattvam,No,No,4.3/5,357,"080 26595000
+91 9483275526",JP Nagar,Casual Dining,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","North Indian, South Indian","1,200",Buffet,Jayanagar
Village - The Soul of India,No,Yes,4.1/5,2461,"080 43283012
+91 9663924344",JP Nagar,Casual Dining,"Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun","Rajasthani, Gujarati, North Indian, South Indian","1,000",Buffet,Jayanagar
24th Main,No,Yes,4.1/5,1239,"+91 9900092563
+91 8722148555",JP Nagar,Casual Dining,"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms","North Indian, South Indian, Chinese",800,Buffet,Jayanagar
"3B's - Buddies, Bar & Barbecues",No,Yes,4.4/5,1154,+91 8880088696,BTM,"Casual Dining, Bar","Paan Ice Cream, Cocktails, Fish Grill, Crispy Corn, Butter Chicken, Phirni, Chicken Tikka","North Indian, Mediterranean, European, BBQ","1,100",Buffet,Jayanagar
Zaitoon,Yes,Yes,4.1/5,1547,"080 41477977
080 41488988",JP Nagar,Casual Dining,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup","BBQ, Arabian, Chinese, North Indian, Desserts","1,000",Buffet,Jayanagar
Jalsa,Yes,Yes,4.1/5,783,"080 42297555
+91 9743772233",Banashankari,Casual Dining,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese",800,Buffet,Jayanagar
Oye Amritsar,Yes,Yes,3.8/5,763,"080 49577007
+91 9945524705",JP Nagar,Casual Dining,"Lassi, Raita, Panneer Butter Masala, Dal Makhani, Jalebi, Biryani, Paneer Tikka",North Indian,600,Buffet,Jayanagar
Mandi,Yes,Yes,3.8/5,561,"080 26581432
+91 9880493432",JP Nagar,Casual Dining,"Phirni, Chaat, Noodles, Rasgulla, Rabri, Butter Naan, Jalebi",North Indian,800,Buffet,Jayanagar
Nouvelle Garden,No,No,3.7/5,203,"+91 9900022134
+91 9900022136",JP Nagar,Casual Dining,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Biryani, Chicken Soup","North Indian, Continental, Italian",900,Buffet,Jayanagar
Spice Code,No,Yes,3.9/5,165,"+91 9513699007
+91 9513699006",JP Nagar,Casual Dining,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew","South Indian, North Indian, Chinese, Biryani","1,000",Buffet,Jayanagar
The Onyx - The HHI Select Bengaluru,No,No,3.3/5,177,"+91 9742281239
+91 8884404894",JP Nagar,Casual Dining,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads","North Indian, Chinese, Continental",950,Buffet,Jayanagar
Tea Villa Cafe,No,Yes,4.2/5,656,080 49653143,Jayanagar,"Cafe, Casual Dining","Tea, Waffles, Coffee, Nutella Waffle, Wedges, Pizza, Pasta","Cafe, Continental, Mediterranean, Italian, Desserts",800,Cafes,Jayanagar
Cafe Cosy,No,Yes,4.1/5,113,080 49653354,Jayanagar,Cafe,"Pasta, Pizza, Mocktails","Cafe, Chinese, Continental, Fast Food",800,Cafes,Jayanagar
Dr. Sheesha,No,Yes,4.1/5,1445,080 49653341,JP Nagar,Cafe,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake","Cafe, Chinese, Continental, Italian",800,Cafes,Jayanagar
Go Native,Yes,Yes,4.3/5,1265,080 49653539,Jayanagar,"Casual Dining, Cafe","Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav","Healthy Food, Cafe, Beverages",800,Cafes,Jayanagar
Alchemy Coffee Roasters,No,No,4.2/5,713,+91 8762473937,Jayanagar,Cafe,"Coffee, Fries, Sandwich, Pizza, Pancakes, Pasta, Hot Chocolate",Cafe,500,Cafes,Jayanagar
Rooftop Cafe,Yes,No,4.1/5,799,"080 26544411
+91 8050712836",Jayanagar,Cafe,"Pizza, Nachos, Rolls, Veggie Roll, Sandwiches, Burgers, Mango Shake","Cafe, Fast Food, Beverages",400,Cafes,Jayanagar
Enerjuvate Studio & Cafe,No,Yes,4.2/5,738,"080 41462929
+91 8598866594",Jayanagar,Cafe,"Pizza, Vegetarian, Momo Platter, Momos, Nachos, Salsa, Salad","Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",800,Cafes,Jayanagar
The Caramelts Cafe,No,No,4.1/5,226,080 26544799,Jayanagar,Cafe,"Burgers, Coffee, Pasta, Peri Peri Fries, Kit Kat Shake, Nachos, Paneer Tikka Pizza","Cafe, Salad, Wraps, Beverages",800,Cafes,Jayanagar
SlimSins Cafe,No,No,4.1/5,710,+91 9535582766,Jayanagar,Cafe,"Hummus Platter, Juicy Lamb Burger, Salmon Steak, Mousse, Pasta, Pizza, Sweet Potato Fries","Cafe, Healthy Food",850,Cafes,Jayanagar
Cafe Ajfan,Yes,No,4.2/5,265,"+91 7022022107
+91 9606791771",Jayanagar,Cafe,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Fries, Calzone","Cafe, Continental, Beverages",700,Cafes,Jayanagar
Krazzy Folds,Yes,Yes,4.3/5,1907,080 49652953,Jayanagar,Cafe,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros","Cafe, Continental, Sandwich, Beverages",800,Cafes,Jayanagar
The Blue Wagon - Kitchen,Yes,No,4.6/5,233,"+91 8105485007
+91 8095904280",Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Cottage Cheese Sandwich, Bruschetta Bites","Cafe, Beverages",400,Cafes,Jayanagar
The Airos,Yes,No,4.1/5,130,+91 7026390001,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650,Cafes,Jayanagar
Willys Top Cafe,Yes,No,4.0/5,310,"+91 7795808555
00 09176703991",Jayanagar,Cafe,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries","Cafe, Continental, Asian",750,Cafes,Jayanagar
La Grande Cafe,No,No,3.8/5,46,+91 9845525205,Jayanagar,Cafe,"Coffee, Hot Chocolate, Cappuccino, Ice Tea, Corn Balls",Cafe,400,Cafes,Jayanagar
Cross Road Cafe,Yes,No,3.9/5,91,080 41247022,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300,Cafes,Jayanagar
4th Tea Block,No,No,4.0/5,62,"+91 9844033353
+91 6361276770",Jayanagar,Cafe,"Rose Tea, Hibiscus Tea, Masala Chai, Ginger Tea",Cafe,150,Cafes,Jayanagar
Tummy Fuel,Yes,No,4.2/5,450,"+91 9008558558
+91 9845792610",Jayanagar,Cafe,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food",400,Cafes,Jayanagar
Grazers,Yes,Yes,3.9/5,295,080 26650668,Jayanagar,Cafe,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges","Cafe, Burger, Continental, Italian, Desserts",650,Cafes,Jayanagar
Cuppa,No,No,3.2/5,59,"080 26564445
+91 9986833382",Jayanagar,"Cafe, Casual Dining","Coffee, Sandwich","Cafe, Fast Food",550,Cafes,Jayanagar
Brews N Bites,Yes,No,2.9/5,62,"+91 9886791151
+91 9886439454",Jayanagar,"Quick Bites, Cafe","Coffee, Cappuccino","Chinese, Fast Food, Cafe",650,Cafes,Jayanagar
Mug N Bean,Yes,No,3.9/5,247,+91 9035203926,Jayanagar,Cafe,"Maggi, Pasta, Burgers, Grilled Sandwich, Latte, French Fries","Cafe, Continental, Italian, Burger",400,Cafes,Jayanagar
Java City,Yes,No,2.5/5,157,080 41654693,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450,Cafes,Jayanagar
People Tree Cafe,No,No,3.7/5,167,+91 9886086452,Jayanagar,Cafe,"Chocolate Shake, Nachos, Babycorn Manchurian, Cheese Maggi, French Fries, Tea, Oreo Shake","Cafe, Fast Food, Beverages",400,Cafes,Jayanagar
Slate Cafe,Yes,No,4.1/5,53,+91 8040923832,JP Nagar,Cafe,"Pasta, Sandwiches, Pizza","Cafe, Sandwich, Burger",600,Cafes,Jayanagar
Skyline Pizzeria,No,No,3.9/5,764,"+91 7795015404
+91 8197544572",JP Nagar,"Cafe, Bakery","Pizza, Pasta, Mocktails, Pink Lemonade, Sandwiches, Mojito, Nachos","Cafe, Bakery, Italian",600,Cafes,Jayanagar
Cafe Shuffle,Yes,Yes,4.2/5,152,+91 9742166777,Banashankari,Cafe,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental",600,Cafes,Jayanagar
D View Cafe,Yes,No,4.0/5,510,+91 9538943596,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages","1,000",Cafes,Jayanagar
Dialogues,No,No,4.0/5,129,+91 8800946279,JP Nagar,Cafe,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries","Cafe, Continental",600,Cafes,Jayanagar
Crafted Plate,Yes,Yes,4.2/5,239,"080 43023198
+91 8050088287",JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600,Cafes,Jayanagar
Ruh's Cafe,Yes,No,4.1/5,464,"+91 9986271611
+91 9844803695",BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500,Cafes,Jayanagar
Onesta,Yes,Yes,4.4/5,4410,"+91 8904001150
+91 8904001151",JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600,Cafes,Jayanagar
Pancuzzi,Yes,No,4.2/5,170,+91 9742737794,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",600,Cafes,Jayanagar
Cafe Vivacity,Yes,No,3.8/5,90,"080 26768182
+91 9845704455",Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650,Cafes,Jayanagar
WAFL,Yes,No,4.0/5,41,+91 8951725759,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400,Cafes,Jayanagar
TAB - Take A Break,No,No,4.1/5,522,"+91 9535133088
+91 9448157110",JP Nagar,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian",550,Cafes,Jayanagar
The Chocolate Room,Yes,No,3.9/5,153,080 42112381,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",400,Cafes,Jayanagar
Kirthi's Biryani,Yes,No,3.8/5,145,"080 26711554
+91 9741406338",Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700,Cafes,Jayanagar
Bun Town,Yes,No,4.0/5,204,080 26686499,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500,Cafes,Jayanagar
Cafe Mondo,Yes,No,3.7/5,514,080 42088686,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600,Cafes,Jayanagar
Cafe Arabica,No,No,3.8/5,69,"080 64442444
+91 8050042444",Bannerghatta Road,"Cafe, Bakery","Coffee, French Fries, Lemon Tea, Veg Sandwich","Cafe, Bakery",700,Cafes,Jayanagar
On The Nose,Yes,No,3.8/5,614,"080 42008978
+91 9886625960",BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600,Cafes,Jayanagar
Brewz Coffee,Yes,No,3.0/5,61,080 41200232,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650,Cafes,Jayanagar
Bakers Town,Yes,No,3.6/5,41,+91 7411103666,BTM,Cafe,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger","Cafe, Continental, Fast Food",600,Cafes,Jayanagar
Cafe Potpourri,Yes,No,3.7/5,132,"+91 8884553680
+91 7026274274",JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400,Cafes,Jayanagar
Woodee Pizza,Yes,No,2.7/5,85,+91 7406827272,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500,Cafes,Jayanagar
The 90s Hash House,No,No,3.8/5,63,"080 75961114
+91 9900873434",BTM,Cafe,"Burgers, Pasta, Hot Chocolate, Caramel Coffee",Cafe,500,Cafes,Jayanagar
PHEW (Play Hard Eat Wild),Yes,Yes,3.9/5,488,+91 9365075799,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700,Cafes,Jayanagar
Cafe Mist,Yes,No,3.8/5,187,"+91 9742407147
+91 9538519419",JP Nagar,Cafe,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos","Cafe, American, Continental, Italian",500,Cafes,Jayanagar
Fish Chain,Yes,No,4.1/5,52,080 43334333,BTM,"Takeaway, Delivery",Sea Food,"Seafood, BBQ, Biryani",250,Delivery,Jayanagar
Swadista Aahar,Yes,No,4.1/5,786,"+91 9844006825
+91 9844615361",BTM,Quick Bites,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali","South Indian, North Indian, Chinese, Street Food",300,Delivery,Jayanagar
Gogula's Sweets & Chats,Yes,No,4.0/5,203,+91 9649640353,BTM,"Sweet Shop, Quick Bites","Chole, Kulfi, Kachori, Samosa, Chaat, Pav Bhaji, Barfi","Mithai, Street Food, Fast Food",200,Delivery,Jayanagar
Easy Bites,Yes,No,4.0/5,75,080 43334321,BTM,"Takeaway, Delivery","Potato Wedges, Chicken Shawarama, Popcorn Chicken","Fast Food, Sandwich",300,Delivery,Jayanagar
Hiyar Majhe Kolkata,Yes,No,3.9/5,248,"+91 9108919806
+91 9739059571",BTM,Quick Bites,"Radhaballavi, Egg Noodles, Egg Roll, Egg Devils, Alur Dom","Bengali, North Indian",400,Delivery,Jayanagar
Empire Restaurant,Yes,No,3.8/5,100,080 43334321,BTM,"Takeaway, Delivery","Biryani, Chicken Grill","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,Delivery,Jayanagar
FreshMenu,Yes,No,3.8/5,630,080 40424242,South Bangalore,Delivery,"Salads, Sandwiches, Salad, Thai Rice, Pasta, Noodles, Pizza","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery,Jayanagar
The Paratha Company,Yes,No,4.3/5,287,+91 6362566513,Koramangala 4th Block,Delivery,"Aloo Paratha, Litti, Dal Makhani, Sattu Paratha, Liti Chokha, Cheese Paneer Paratha, Kheer",North Indian,400,Delivery,Jayanagar
Al-Bek,Yes,No,3.9/5,175,080 43334333,BTM,"Takeaway, Delivery","Naan, Mutton Biryani","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",450,Delivery,Jayanagar
XO Belgian Waffle,Yes,No,4.5/5,557,+91 9900332623,BTM,Dessert Parlor,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo","Desserts, Beverages",400,Delivery,Jayanagar
Chettayees,Yes,No,3.4/5,151,"+91 9847632951
+91 7259654051",BTM,Quick Bites,"Puttu Biryani, Egg Roast","Kerala, North Indian, Chinese",400,Delivery,Jayanagar
Sri Ganesh Juice Junction,Yes,No,4.1/5,212,+91 9591274301,Koramangala 8th Block,Beverage Shop,"Sandwiches, Sandwich, Omelette, Cheese Maggi","Beverages, Juices, Fast Food",150,Delivery,Jayanagar
Leon Grill,Yes,No,4.3/5,164,080 41201051,Koramangala 5th Block,Quick Bites,"Burgers, Peri Peri Chicken, Grilled Lamb Burger, Chicken Burger, French Fries","Burger, Fast Food",500,Delivery,Jayanagar
Khatta Meetha Teekha,Yes,No,4.2/5,190,"+91 7259911898
080 41113350",Koramangala 6th Block,Quick Bites,"Gulab Jamun, Raita, Chaat, Chole, Soya Chaap, Panipuri, Dal Makhani","Street Food, North Indian, Mithai, Chinese, Beverages",300,Delivery,Jayanagar
New Tasty Cafeteria,Yes,No,3.8/5,376,"080 26841198
+91 8904516291",BTM,Quick Bites,"Shawarma, Chicken Grill, Faluda","North Indian, Kerala",500,Delivery,Jayanagar
Sri Guru Kottureshwara Davangere Benne Dosa,Yes,No,4.1/5,562,"+91 9448305384
+91 9060079480",Basavanagudi,Quick Bites,"Benne Dosa, Mirchi Bajji, Filter Coffee, Poha, Tea, Butter Dosa, Crispy Dosa",South Indian,150,Delivery,Jayanagar
Capsicum Family Restaurant,Yes,No,3.8/5,256,080 49652678,BTM,Casual Dining,Mutton Biryani,"Biryani, North Indian",800,Delivery,Jayanagar
Abhiruchi Hotel,Yes,No,3.5/5,735,080 49652141,BTM,Casual Dining,"Dum Biryani, Prawn Curry, Paneer Biryani, Chicken Boneless Biryani, Apollo Fish","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",600,Delivery,Jayanagar
Momoz,No,No,3.9/5,625,080 41739353,Koramangala 5th Block,Casual Dining,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn","Chinese, Momos",600,Delivery,Jayanagar
Kannur Food Point,Yes,No,3.7/5,215,+91 9895940323,BTM,Quick Bites,Roast Chicken,"Kerala, Chinese",200,Delivery,Jayanagar
BOX8- Desi Meals,Yes,No,4.3/5,248,080 33552698,JP Nagar,Delivery,"Biryani, Paratha, Salad, Gulab Jamun, Sandwich, Dal Makhani, Chicken Wrap","North Indian, Mughlai, Fast Food",500,Delivery,Jayanagar
Wok Paper Scissors,Yes,No,4.3/5,1588,00 7204653999,Koramangala 5th Block,Casual Dining,"Noodles, Manchow Soup, Khau Suey, Chilli Chicken, Chaat, Cheesecake, Momos","Asian, Malaysian, Chinese, Thai, Momos",550,Delivery,Jayanagar
Sri Lakshmi Dhaba,Yes,No,2.9/5,258,"+91 8970548240
+91 9739369901",BTM,Quick Bites,"Paratha, Shahi Paneer",North Indian,250,Delivery,Jayanagar
Just Shawarma,Yes,No,4.0/5,412,+91 7676764422,Koramangala 5th Block,Quick Bites,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta",Arabian,300,Delivery,Jayanagar
Cafe Potpourri,Yes,No,3.7/5,132,"+91 8884553680
+91 7026274274",JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400,Delivery,Jayanagar
Dr. Bubbles,Yes,No,4.2/5,95,"00 8197222666
080 43026625",Jayanagar,"Beverage Shop, Dessert Parlor","Waffles, Iced Coffee, Yoghurt Shake, Belgian Chocolate Waffle, Ice Tea, Faluda","Beverages, Desserts",400,Delivery,Jayanagar
Kullad Cafe,Yes,No,3.9/5,331,"+91 8861570148
+91 9972089231",BTM,Cafe,"Tea, Paratha, Poha, Coffee, Chai, Sandwiches, Maggi","North Indian, Cafe, Fast Food, Beverages",200,Delivery,Jayanagar
Roti Wala,Yes,No,4.0/5,199,+91 9731100002,BTM,Quick Bites,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",North Indian,300,Delivery,Jayanagar
Energy Addaa,Yes,No,4.2/5,67,080 49652857,Basavanagudi,Quick Bites,"Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti","Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500,Delivery,Jayanagar
